"id","cart_item_id","checkout_id"
82,b6488a03-c568-414b-8e10-e7c2fffdb37e,"140e4049-b2b4-40c4-92b1-4acfd9756dc1"
83,bba93553-ceb1-4fa0-bdca-b4b536c3e1c1,b9c81d1c-6c9c-48dc-b92c-5f5b2cab4163
84,ba805a04-27eb-4f8e-8e13-866d6d792558,f7f462bf-540d-49b0-8252-6a1ad0fde4cb
85,"6bc120cb-d82e-4a6e-9249-f93ba4a67685",f7f462bf-540d-49b0-8252-6a1ad0fde4cb
86,d58acdf3-fea8-4436-a5e7-afb0f5b72b6e,e9a3647b-6774-4d52-958a-4d9753ec32b4
87,"08afa99a-f1b9-44d8-b6ba-f7af94354adc",f7f02a43-a9fe-4347-a4b6-4243b18956ab
88,"1152221f-9c62-439d-b783-6bbf2007e477","79ad21d7-92d9-4806-881f-c891f6849a61"
89,"9072074a-5ea8-45aa-b1a1-75a526add013","79ad21d7-92d9-4806-881f-c891f6849a61"
91,"718e218e-1d75-49d6-bb2f-b43a500adf2e",c7ac16e1-fc5d-489c-aadf-689162501e36
92,d884d4b3-1ee7-4e35-be7b-358395b1b3cc,"4f8c4409-94df-4400-90ab-62aee781f8ac"
93,"1d3670a4-cf70-434e-aaee-e53cbe1515cd",efa8ad2b-4dad-4351-a726-0d3a0f03f569
94,"6d0c0323-6436-4b6e-a0ce-9951e6a25b37","783fbf70-c8bb-4ed5-90f4-e0a7e01db1bc"
95,"4177c5fe-a1a8-46a8-b124-88c73ccaaa2a",d8182eaf-14c0-4172-ad27-b83d3ff9d27f
96,"8d0c15b9-e1df-4d2c-8371-9652f13d8e92","302877a7-bb00-41cb-a54c-d601dbbadbc1"
97,"7dee9828-62e2-44a8-b55c-99f7bb3a39e0",dda8df4d-fec4-41ef-8494-0ea3311cca9a
98,cb852f58-16a2-4e81-9c5b-576091dce768,"12ce4510-49b6-407a-b807-deb38a9b4df9"
99,"30c2c140-33c6-4e7f-ba54-ca774a05d74c",fda305ef-9fa1-4d00-8d09-54a1dc668a59
100,"387eec97-c06b-48e6-8cdd-59d53d8bc4e1","35dbdb6a-fcca-405f-90b5-64b4c16ef5e2"
101,"32aa372e-4053-4505-a160-259504066bd8",bf2eea33-e2e4-4622-bdcb-bfa91867b74b
102,"20f9ca00-9f32-4a9d-a6e7-dda160606aee",a2a00714-ca9f-417f-98e8-365d04d13857
103,"2117c019-c25d-415e-8866-60fd6ba3a106",ecf450a0-2c28-48e9-83b6-fd9c08b4d5a4
104,"833a184e-3325-4657-b21e-b7b6757ea672","7f29b412-d897-48f5-8a61-da11b3a4b545"
105,"34d3418d-0e6a-48ca-948d-49d9da3f3b35","838111b5-76a9-4e69-9564-746f458d0208"
106,"59fce51d-06a5-4b20-bf86-46bd92e1d133",e6c9c040-e91a-4b96-b361-fd24472a9e7f
107,df9cc8d4-da0f-40a1-9acc-49e3e168a888,"415682cc-7658-43b2-8e08-d48059ac67ad"
108,"2f2341d1-6c4a-4727-a76d-0322de5db86d",dcf46479-6016-485a-a21c-6feeb84e0310
109,"0c98a264-5ea0-4b35-8720-193d2c7fb8bc","8c4123ce-3f8c-4c00-8cbe-f6b3c3d5f96a"
110,a5b70a10-cf7e-4b13-a167-dfa0f633bdbb,fe33d25a-23f0-40a9-b33e-ab4510e6154f
111,"360ef170-fcaa-464f-ad50-8ebb6fcb310e","08b01501-2e4a-438f-97d5-ac1417910de7"
112,"245e960b-211a-4748-b433-21fc66ad2050",b7e18075-a9e0-4860-9ae9-6d88f119defe
113,"74d2cb84-230f-44f8-a171-f178371a92b6","80cbf7d5-29db-4a02-b0dc-3c68cc35b534"
114,"4f52a1b2-b513-438e-81cc-defbb9f74131",b2f2b4c9-f79e-43a9-97d7-cf10da0be354
115,cfa99846-26e6-46cf-bd2e-3884dddf1a7e,"052b706c-649a-4de5-ae3d-e1e97fa335dc"
116,bf2af0bb-b8a5-4a47-9816-a088584f2b63,e555ba9a-0c59-4647-8d6a-ee1ed7ffa1fc
117,b6063185-b168-45c2-9fb9-be96d1ac420e,"9ed39658-f214-4b5c-a3f3-42d234610d85"
118,"2c984b43-4335-48cb-8c11-275a7aa19d76","3bbd706f-0b07-4266-85f8-3804926ef913"
119,a7380e86-382d-486c-ae0a-19b712cfe10d,"7abddcd9-901d-4a37-8b2a-46492e9f3a62"
120,"9a6395d2-d0aa-458e-8c32-e10a4033c232","57a51057-8efd-4dab-97e3-2328e8d9e259"
121,"806a0d15-eb69-48ed-aa3a-b9be46b062bd","74b11329-7626-43b9-bb2a-a77939fc5d42"
122,"7616165b-47cd-40ba-b036-eda39f9821e4",f2929b6c-1ec2-4258-b792-b11af80df624
123,f32d515d-f59f-46b0-b662-3879974caccd,"635b50a9-4538-4d6a-b602-e9ca4d1c3c25"
124,ef857ed7-9f7c-4e2d-9f06-620661221dfc,"073315bd-d31a-4f96-850b-de961018ce56"
125,"2783eee2-574c-45dc-8124-b609569ce67c",f99f8b37-4bae-4d9b-b4b1-dcc15550a47e
126,"05a4f5ea-31b1-4dfe-87b6-4286fbe37b76",f4fd7c69-c6dd-46d2-9f92-cbf917443aec
127,"3c687a29-3160-4b9f-b088-f71b74675045",c8d5f984-5a1c-4f2c-894f-733b1a250751
128,f00cea3a-c070-4f77-b4ad-ac01fe06e35a,"2355694a-2e37-441c-b337-fbf96ae9fe14"
129,"53aa51da-50b8-4453-83e7-e1412631dc9a","7e335e48-ed5c-443a-b7c1-1fe1e93dcd52"
130,d5e7ad87-d333-49f5-9294-19cf767fc702,b8ec329b-8c9e-4905-977c-406aaeb40e03
131,"2e49b1c5-2dbe-4892-bd39-ce8bbc3366d2",e264fcd7-c4b9-44c5-b4d2-ed80bdf46a00
147,"3fec79a8-156b-4104-9278-9d55c1c5f098",c99e5e8a-1b33-4273-b7f6-84f5f1dd9d3f
148,"3292940b-edae-4471-ae62-52c5b9eaa84d","4393df34-8537-4b26-9f86-5b7658bb86fb"
149,"8bf3efc5-80a3-49b3-9077-84c24634a8f8",adac0bc4-a233-4505-83ae-2555f9d9a818
150,"3fec79a8-156b-4104-9278-9d55c1c5f098","684414c1-17ed-4bc4-9997-d6a0c7dab92b"
151,"8f190ff6-a926-42f2-b74f-076c306dc21a","684414c1-17ed-4bc4-9997-d6a0c7dab92b"
152,"3292940b-edae-4471-ae62-52c5b9eaa84d","684414c1-17ed-4bc4-9997-d6a0c7dab92b"
153,"52dd8903-6794-4902-a869-5118f1f7731f","0a6b5a5d-a37f-4262-a5d9-66f8eac4e24f"
154,"8c276b73-daa5-41b2-9823-42a8848f8efe",eaa94a7d-c9d9-435a-b09f-4ae10ba2a3f8
155,"52dd8903-6794-4902-a869-5118f1f7731f","3353452f-9b95-4564-b21b-7ece04e0cca6"
156,"8c276b73-daa5-41b2-9823-42a8848f8efe","3353452f-9b95-4564-b21b-7ece04e0cca6"
157,"28a097b2-a2ca-4044-b355-685f98d88bc7",f6f54232-ae65-436a-831e-adf3aef610b5
158,"669bbff2-4e09-4a56-a4ab-7790c54823a3","6cbc3cd8-b560-49dd-b91c-72dde149d6c0"
159,"669bbff2-4e09-4a56-a4ab-7790c54823a3","911c12f7-9348-421d-98c4-07f8dccedc5c"
160,"9408abc6-0811-4ce2-aceb-aeda8e4289fd","5660c944-877e-423c-8fee-9404084e58ee"
161,"517d58ad-b13d-41ef-a6c6-9143062db4c1","7d0aea05-594e-413a-95f0-d262ce28e1ed"
162,"517d58ad-b13d-41ef-a6c6-9143062db4c1","0cb174fe-c3ef-4803-9121-5c4f76a7a1a5"
163,"357b68d4-2144-4948-be84-8b4e0be01c3d","9e881cf4-d87c-4b2b-95e5-acf89a63ea5d"
164,"357b68d4-2144-4948-be84-8b4e0be01c3d",a6f63126-359d-4c61-9d14-b317e96501d8
165,"9868d603-acdc-453e-b89b-523bc9532b7c",ed1f2db1-fb78-4cc1-ac17-5d42ca3e493f
166,"8860d1fd-10b8-4bcc-9479-997ff2349146",aaa85790-1c5b-4b38-9f52-2b5ddadc1f0c
167,"8860d1fd-10b8-4bcc-9479-997ff2349146",dadc6fe4-6a95-4a1f-a54e-b54103016765
168,a99542d7-a8b0-4956-8fc6-8261140c5ef3,aaf2c78a-a35b-436c-a3df-6214a059c7d3
169,a99542d7-a8b0-4956-8fc6-8261140c5ef3,d2f7886e-6d39-4e67-b90b-9b3806e4c099
170,"9ed59dbc-51a3-4bbe-8ff4-177e4509bfe4","023df098-36f2-4f14-bcde-fbadc8ad5d49"
171,e95689da-83a1-437a-a016-a08d4d5a0c51,a3fac81a-0462-4c34-a693-01a576a58e34
172,c8f7d8e5-d46f-40bf-a488-6975f4ebcb05,"50e84abd-c42a-48b2-91a2-bf1beddb663b"
